   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 typing.py:638(_tp_cache)
  125/119    0.000    0.000    0.007    0.000 typing.py:646(inner)
        1    0.000    0.000    0.000    0.000 typing.py:656(_Union)
        3    0.000    0.000    0.000    0.000 typing.py:702(__new__)
        2    0.000    0.000    0.000    0.000 typing.py:760(__getitem__)
        6    0.000    0.000    0.000    0.000 typing.py:770(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:775(_subs_tree)
        4    0.000    0.000    0.000    0.000 typing.py:792(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:805(_Optional)
        1    0.000    0.000    0.000    0.000 typing.py:813(__getitem__)
      595    0.000    0.000    0.000    0.000 typing.py:822(_gorg)
        5    0.000    0.000    0.000    0.000 typing.py:830(_geqv)
       89    0.000    0.000    0.001    0.000 typing.py:845(_next_in_mro)
       69    0.000    0.000    0.000    0.000 typing.py:859(_make_subclasshook)
        4    0.000    0.000    0.000    0.000 typing.py:868(__extrahook__)
        2    0.000    0.000    0.000    0.000 typing.py:882(__extrahook__)
       44    0.000    0.000    0.000    0.000 typing.py:889(_no_slots_copy)
        1    0.000    0.000    0.000    0.000 typing.py:900(GenericMeta)
       89    0.001    0.000    0.010    0.000 typing.py:915(__new__)
       84    0.000    0.000    0.000    0.000 typing.py:924(<genexpr>)
      301    0.000    0.000    0.000    0.000 typing.py:964(<genexpr>)
      215    0.000    0.000    0.000    0.000 typing.py:967(<genexpr>)
      247    0.000    0.000    0.000    0.000 typing.py:968(<genexpr>)
      107    0.000    0.000    0.000    0.000 typing.py:975(<genexpr>)
        1    0.000    0.000    0.000    0.000 tz.py:107(LocalTimezone)
        1    0.000    0.000    0.000    0.000 tz.py:35(FixedOffsetTimezone)
        1    0.000    0.000    0.000    0.000 tz.py:6(<module>)
        1    0.000    0.000    0.000    0.000 udhr.py:10(UdhrCorpusReader)
        1    0.000    0.000    0.000    0.000 udhr.py:4(<module>)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:36(getregentry)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:8(<module>)
        1    0.000    0.000    0.000    0.000 uri_validate.py:10(<module>)
        1    0.000    0.000    0.001    0.001 url.py:1(<module>)
        1    0.000    0.000    0.000    0.000 url.py:10(Url)
        1    0.000    0.000    0.000    0.000 urlmarker.py:5(<module>)
 77713763   65.196    0.000  165.826    0.000 utf_8.py:15(decode)
        2    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        1    0.000    0.000    0.002    0.002 util.py:1(<module>)
        2    0.000    0.000    2.484    1.242 util.py:107(__getattr__)
        1    0.000    0.000    0.000    0.000 util.py:1076(ParenWidget)
        1    0.000    0.000    0.000    0.000 util.py:11(<module>)
        1    0.000    0.000    0.000    0.000 util.py:1130(BracketWidget)
        1    0.000    0.000    0.000    0.000 util.py:1184(SequenceWidget)
        2    0.000    0.000    0.000    0.000 util.py:12(<module>)
        1    0.000    0.000    0.000    0.000 util.py:121(py25)
        2    0.000    0.000    0.000    0.000 util.py:132(_make_bound_method)
        1    0.000    0.000    0.000    0.000 util.py:133(Index)
        1    0.000    0.000    0.000    0.000 util.py:1341(StackWidget)
        2    0.000    0.000    0.000    0.000 util.py:136(Foo)
        1    0.000    0.000    0.003    0.003 util.py:14(<module>)
        1    0.000    0.000    0.000    0.000 util.py:147(TestGrammar)
        1    0.000    0.000    0.000    0.000 util.py:1498(SpaceWidget)
        1    0.000    0.000    0.000    0.000 util.py:1552(ScrollWatcherWidget)
        1    0.000    0.000    0.000    0.000 util.py:1627(CanvasFrame)
        1    0.000    0.000    0.000    0.000 util.py:1843(ShowText)
        1    0.000    0.000    0.000    0.000 util.py:1923(EntryDialog)
        1    0.000    0.000    0.000    0.000 util.py:1997(ColorizedList)
        1    0.000    0.000    0.000    0.000 util.py:20(LazyCorpusLoader)
        1    0.000    0.000    0.000    0.000 util.py:2258(MutableOptionMenu)
        1    0.000    0.000    0.002    0.002 util.py:248(_findSoname_ldconfig)
        2    0.000    0.000    0.000    0.000 util.py:291(transitive_closure)
        1    0.000    0.000    0.002    0.002 util.py:300(find_library)
       67    0.000    0.000    0.000    0.000 util.py:306(<lambda>)
       19    0.000    0.000    0.000    0.000 util.py:310(<genexpr>)
       19    0.000    0.000    0.000    0.000 util.py:312(<genexpr>)
        2    0.000    0.000    0.000    0.000 util.py:325(invert_graph)
        1    0.000    0.000    0.000    0.000 util.py:34(StreamBackedCorpusView)
        1    0.000    0.000    0.001    0.001 util.py:35(<module>)
        1    0.000    0.000    0.000    0.000 util.py:357(ConcatenatedCorpusView)
        3    0.000    0.000    0.000    0.000 util.py:412(concat)
        1    0.000    0.000    0.000    0.000 util.py:467(PickleCorpusView)
        1    0.000    0.000    0.000    0.000 util.py:50(CanvasWidget)
       81    0.000    0.000    0.000    0.000 util.py:51(__init__)
        1    0.000    0.000    0.000    0.000 util.py:52(ChunkScore)
        2    0.000    0.000    2.484    1.242 util.py:67(__load)
        1    0.000    0.000    0.008    0.008 util.py:7(<module>)
        1    0.000    0.000    0.000    0.000 util.py:702(TextWidget)
        1    0.000    0.000    0.000    0.000 util.py:744(find_corpus_fileids)
        1    0.000    0.000    0.000    0.000 util.py:766(<genexpr>)
        1    0.000    0.000    0.000    0.000 util.py:767(<listcomp>)
        1    0.000    0.000    0.000    0.000 util.py:769(SymbolWidget)
        1    0.000    0.000    0.000    0.000 util.py:776(_path_from)
        2    0.000    0.000    0.014    0.007 util.py:8(<module>)
        1    0.000    0.000    0.000    0.000 util.py:863(AbstractContainerWidget)
        3    0.000    0.000    0.002    0.001 util.py:9(<module>)
        1    0.000    0.000    0.000    0.000 util.py:918(BoxWidget)
        1    0.000    0.000    0.000    0.000 util.py:93(CJKChars)
        1    0.000    0.000    0.000    0.000 util.py:94(CutoffChecker)
        1    0.000    0.000    0.000    0.000 util.py:971(OvalWidget)
        1    0.000    0.000    0.000    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:145(KeepOpenFile)
        1    0.000    0.000    0.000    0.000 utils.py:23(filter_params)
        5    0.000    0.000    0.000    0.000 utils.py:45(make_default_short_help)
        1    0.000    0.000    0.013    0.013 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:69(LazyFile)
        1    0.000    0.000    0.000    0.000 utils.py:7(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:8(<module>)
        1    0.000    0.000    0.018    0.018 utils.py:9(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        4    0.000    0.000    0.000    0.000 uuid.py:106(__init__)
        1    0.000    0.000    0.006    0.006 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:58(UUID)
        1    0.000    0.000    0.001    0.001 verbnet.py:13(<module>)
        1    0.000    0.000    0.001    0.001 verbnet.py:23(VerbnetCorpusReader)
        1    0.000    0.000    0.000    0.000 viterbi.py:20(ViterbiParser)
        1    0.000    0.000    0.000    0.000 viterbi.py:8(<module>)
        1    0.000    0.000    0.001    0.001 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:106(_formatwarnmsg)
        7    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
        7    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
        1    0.000    0.000    0.000    0.000 warnings.py:20(_showwarnmsg_impl)
        1    0.000    0.000    0.000    0.000 warnings.py:35(_formatwarnmsg_impl)
        1    0.000    0.000    0.000    0.000 warnings.py:398(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:85(_showwarnmsg)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:288(update)
        3    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
        1    0.000    0.000    0.000    0.000 web_application.py:17(WebApplicationClient)
        1    0.000    0.000    0.000    0.000 web_application.py:8(<module>)
        1    0.000    0.000    0.000    0.000 weka.py:10(<module>)
        1    0.000    0.000    0.000    0.000 weka.py:217(ARFF_Formatter)
        1    0.000    0.000    0.000    0.000 weka.py:78(WekaClassifier)
        1    0.000    0.000    0.000    0.000 wordfinder.py:10(<module>)
        1    0.000    0.000    0.000    0.000 wordlist.py:10(<module>)
        1    0.000    0.000    0.000    0.000 wordlist.py:16(WordListCorpusReader)
        3    0.000    0.000    0.001    0.000 wordlist.py:20(words)
        3    0.000    0.000    0.000    0.000 wordlist.py:21(<listcomp>)
        3    0.000    0.000    0.000    0.000 wordlist.py:24(raw)
        3    0.000    0.000    0.000    0.000 wordlist.py:27(<listcomp>)
        1    0.000    0.000    0.000    0.000 wordlist.py:30(SwadeshCorpusReader)
        1    0.000    0.000    0.000    0.000 wordlist.py:42(NonbreakingPrefixesCorpusReader)
        1    0.000    0.000    0.000    0.000 wordlist.py:56(<dictcomp>)
        1    0.000    0.000    0.000    0.000 wordlist.py:80(UnicharsCorpusReader)
        6    0.000    0.000    0.000    0.000 wordnet.py:1006(<genexpr>)
        1    0.000    0.000    2.483    2.483 wordnet.py:1016(__init__)
        1    0.760    0.760    2.457    2.457 wordnet.py:1107(_load_lemma_pos_offset_map)
  1440656    0.260    0.000    0.408    0.000 wordnet.py:1116(<lambda>)
   155287    0.076    0.000    0.160    0.000 wordnet.py:1129(<listcomp>)
   155287    0.097    0.000    0.155    0.000 wordnet.py:1139(<listcomp>)
        1    0.005    0.005    0.026    0.026 wordnet.py:1151(_load_exception_map)
        1    0.000    0.000    0.000    0.000 wordnet.py:117(WordNetError)
        1    0.000    0.000    0.000    0.000 wordnet.py:121(_WordNetObject)
        1    0.000    0.000    0.000    0.000 wordnet.py:14(WordNetLemmatizer)
        1    0.000    0.000    0.000    0.000 wordnet.py:1679(_morphy)
        1    0.000    0.000    0.000    0.000 wordnet.py:1690(apply_rules)
        1    0.000    0.000    0.000    0.000 wordnet.py:1691(<listcomp>)
        1    0.000    0.000    0.000    0.000 wordnet.py:1696(filter_forms)
        1    0.000    0.000    0.000    0.000 wordnet.py:1791(WordNetICCorpusReader)
        1    0.000    0.000    0.000    0.000 wordnet.py:201(Lemma)
        1    0.000    0.000    0.000    0.000 wordnet.py:30(<module>)
        1    0.000    0.000    0.000    0.000 wordnet.py:313(Synset)
        1    0.000    0.000    0.000    0.000 wordnet.py:36(__init__)
        1    0.000    0.000    2.483    2.483 wordnet.py:39(lemmatize)
        1    0.000    0.000    0.000    0.000 wordnet.py:8(<module>)
        1    0.000    0.000    0.000    0.000 wordnet.py:989(WordNetCorpusReader)
        1    0.000    0.000    0.000    0.000 wsd.py:10(<module>)
        1    0.000    0.000    0.003    0.003 xmldocs.py:12(<module>)
        1    0.000    0.000    0.000    0.000 xmldocs.py:29(XMLCorpusReader)
        1    0.000    0.000    0.003    0.003 xmldocs.py:86(XMLCorpusView)
        1    0.000    0.000    0.000    0.000 xmlreader.py:11(XMLReader)
        1    0.000    0.000    0.000    0.000 xmlreader.py:165(Locator)
        1    0.000    0.000    0.000    0.000 xmlreader.py:189(InputSource)
        1    0.000    0.000    0.001    0.001 xmlreader.py:2(<module>)
        1    0.000    0.000    0.000    0.000 xmlreader.py:278(AttributesImpl)
        1    0.000    0.000    0.000    0.000 xmlreader.py:340(AttributesNSImpl)
        1    0.000    0.000    0.000    0.000 xmlreader.py:91(IncrementalParser)
        1    0.000    0.000    0.000    0.000 ycoe.py:125(YCOEParseCorpusReader)
        1    0.000    0.000    0.000    0.000 ycoe.py:133(YCOETaggedCorpusReader)
        1    0.000    0.000    0.000    0.000 ycoe.py:20(<module>)
        1    0.000    0.000    0.000    0.000 ycoe.py:33(YCOECorpusReader)
        1    0.000    0.000    0.000    0.000 zipfile.py:1034(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1781(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:295(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:509(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 zipfile.py:570(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:593(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:689(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:715(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:735(ZipExtFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:964(_ZipWriteFile)
 40641250   31.940    0.000   31.940    0.000 {built-in method __new__ of type object at 0x7fbaf3df8d00}
       15    0.000    0.000    0.000    0.000 {built-in method _bisect.bisect_left}
       14    0.000    0.000    0.001    0.000 {built-in method _codecs.lookup}
 77713770  100.631    0.000  100.631    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
 29673414   12.607    0.000   12.607    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      442    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     1656    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
